ID_Sobre,anomalia,anomalia_score
000c33ff-f449-4885-8690-683d836a1566,0,0.34938019653561375
00157e2e-098d-492c-98a9-aff7262a4c7b,0,0.36744775249626765
001d585f-72a2-4169-977d-178efdf00a42,0,0.35478537663768905
00371e7b-fb29-4b17-ba1c-f63ea5e9f7ab,0,0.364776310094491
003cb44e-68df-4789-a7a0-9ca99478e7a8,0,0.3649840843455772
00587db3-5b87-47d7-9f9a-5ba783247544,0,0.39716251539021136
006864a7-aa75-4f3a-b195-d140c72a2fad,0,0.6390419098934557
006bf3aa-4543-43ba-ba27-8a03ed42cb91,0,0.5379042052644284
006c5af6-b9e7-4419-8b88-1ae9f4c66649,0,0.6157653217879884
0073efc8-d054-4660-a2d0-0dc7e1588399,0,0.35184450005854884
0084ecfe-f857-478c-8e60-ba909a3f8739,0,0.4370813436111036
0091565f-e42c-4f39-ad45-7e12c8f323dc,0,0.39624699403879193
0097d85b-4d3d-48fd-b480-6fc757c03a6f,0,0.6362034110128626
009ea9fd-7e70-4c11-bd92-29063f05b0c3,0,0.36744775249626765
00a43b0f-b703-4244-ba01-13362bde3dd7,0,0.6608241190097075
00a51b22-9947-4e5f-ac12-0cf0b8b8c996,1,0.6663650733445201
00affd74-d6a3-45f9-92e3-6d5ab314dae7,0,0.34938019653561375
00cb1005-d95a-4120-a5c8-21b74eac3299,0,0.364776310094491
00cde8f5-d864-4ed5-9700-754faf292474,0,0.35184450005854884
00d19dc4-f5a3-416f-9b62-fa9bc484f876,0,0.35628324417723206
00e23289-cfc2-441f-aea0-93ac2df2e5c8,0,0.41952433515922866
00e59ed7-3b92-4987-b856-328066d87d90,0,0.3793090907750152
00eebaf5-c048-4b4c-a967-cfa65dfdf5d0,0,0.4664632140119753
00f50272-91fb-4826-8b05-1622861cbce8,0,0.3614311305523045
00fd4027-5d38-4557-81d9-bf5bf6a95235,0,0.35478537663768905
010fe29f-4ef3-4f3d-8d46-75566d125401,0,0.37530178384193186
011326d4-51ee-4ec0-a38d-9a8a14e79816,0,0.36955802490823436
011ccbc5-e6ae-47f4-940f-0680ce79a980,0,0.36955802490823436
011f8522-8608-4612-96c2-c929c349c851,0,0.4382078833358444
012e2dcb-0242-4c22-a2e4-bf1d94286954,0,0.38573558856376744
0134e218-e0e2-4ba8-9755-0daa250548f7,0,0.36820683996760795
013ae555-32ec-4db2-845d-f4f8c0da2978,0,0.35628324417723206
013f1443-8c80-434d-97aa-671c6f9d1283,0,0.38573558856376744
014e8518-623c-42ae-a2e9-8087c96c85a6,0,0.3614311305523045
016ea0ff-5432-4e3c-bea4-e35312acdbbf,0,0.453581787162098
017b2c4b-a4b7-44b6-9d52-caab12343d92,0,0.3613652189749993
01816251-e154-424c-9c7f-1e6e0c1a4f65,0,0.3613652189749993
019830a8-7e6a-4917-93ac-ae8f6bd5d572,0,0.3525930210514456
01a4a5d4-4316-4085-9c76-1418072d62af,0,0.35659257410976214
01af5485-0eb3-4a9f-8a65-15bb08a554fe,0,0.3542681457108063
01b1f389-769f-4255-ae14-9e9a4e324ccf,0,0.45318094787520347
01d75183-3db6-454a-b593-addb6cbe884c,0,0.3605180337415142
01d900f9-77ec-4def-a8b0-bd1122a96e2e,0,0.3649840843455772
01dab4c3-513d-4489-bc33-8b0ded8d05ac,0,0.5709826951654999
01e0ae75-e47b-4918-aba6-2bc310fa2140,0,0.34938019653561375
02031521-e0b5-451f-bd62-3b2488826bac,0,0.3542681457108063
020b450a-8c12-47c9-89dc-484128f311c2,0,0.39716251539021136
021d38d9-0546-491f-a66b-f8f34068442e,0,0.45296705174327606
021ded4d-0813-4b1f-a5c5-cf9e4d0884da,0,0.3943307006990462
024320c4-44ed-4154-adc3-ce3f4c82e169,0,0.35628324417723206
02474aec-9fb0-4218-99d3-9b3c0bb2fbf8,0,0.3514085160287012
024d7492-20f6-431a-b111-2546941365d3,0,0.38573558856376744
0259f4d9-5116-4a17-be21-5692a2aebd38,0,0.5593163200318998
02630b81-1ae5-4c79-97d8-b1ecf4f401a2,0,0.44465955809466934
026914c4-76a8-497d-b7ae-fc40009191ac,0,0.35184450005854884
0287b77b-36f0-4249-b3a2-ac622d19eb39,0,0.3511867543911479
02904d3d-fe83-4a67-89f8-fed128612267,0,0.3774438110784411
0298a258-50da-487f-87b3-01a51b254df9,0,0.3625725439871955
02a22733-aca5-4cf8-9bf9-e6be98b367e4,0,0.3542681457108063
02b46630-dfaa-4592-96e3-df4d2fe5eb1e,0,0.38573558856376744
02bd34fd-37f2-4be1-a149-cbd407d98ff3,0,0.5258586866343561
02c4ba73-0809-4505-b483-44d8bc988d33,0,0.34938019653561375
02d77469-1955-4313-a272-2d84b9a188d8,0,0.35184450005854884
02d8505e-95bb-4092-ba78-c43783d77701,1,0.6832427907647334
02e99794-2e95-4526-a32c-ba6019ebab9e,0,0.39624699403879193
02eb9154-b949-48c6-9bef-14376737d7fa,0,0.35628324417723206
